"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)"
"PJM.BGE_month_on_dap - NODAL EXCHANGE",240213,2024-02-13,064DPQ,NODX,01,064 ,   22957,    3485,     615,     571,   16690,   20255,   20746,   21441,    2211,    1516,   22957,    3485,     615,     571,   16690,   20255,   20746,   21441,    2211,    1516,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      96,       0,     -50,      20,      25,      75,      45,      45,      51,      51,  100.0,   15.2,    2.7,    2.5,   72.7,   88.2,   90.4,   93.4,    9.6,    6.6,  100.0,   15.2,    2.7,    2.5,   72.7,   88.2,   90.4,   93.4,    9.6,    6.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     27,      3,      3,      1,     19,     13,     23,     16,     27,      3,      3,      1,     19,     13,     23,     16,      0,      0,      0,      0,      0,      0,      0,      0,    52.7,    84.3,    66.8,    90.7,    51.2,    80.3,    64.6,    82.6,    52.7,    84.3,    66.8,    90.7,    51.2,    80.3,    64.6,    82.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPQ","NODX","064 "
"PJM.BGE_month_on_dap - NODAL EXCHANGE",240206,2024-02-06,064DPQ,NODX,01,064 ,   22861,    3485,     665,     551,   16665,   20180,   20701,   21396,    2160,    1465,   22861,    3485,     665,     551,   16665,   20180,   20701,   21396,    2160,    1465,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -703,    -265,      65,    -215,     197,    -173,    -283,    -323,    -420,    -380,  100.0,   15.2,    2.9,    2.4,   72.9,   88.3,   90.6,   93.6,    9.4,    6.4,  100.0,   15.2,    2.9,    2.4,   72.9,   88.3,   90.6,   93.6,    9.4,    6.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     27,      3,      3,      1,     19,     13,     23,     16,     27,      3,      3,      1,     19,     13,     23,     16,      0,      0,      0,      0,      0,      0,      0,      0,    52.9,    84.4,    67.1,    90.9,    51.4,    80.4,    64.9,    82.9,    52.9,    84.4,    67.1,    90.9,    51.4,    80.4,    64.9,    82.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPQ","NODX","064 "
"PJM.BGE_month_on_dap - NODAL EXCHANGE",240130,2024-01-30,064DPQ,NODX,01,064 ,   23564,    3750,     600,     766,   16468,   20353,   20984,   21719,    2580,    1845,   23564,    3750,     600,     766,   16468,   20353,   20984,   21719,    2580,    1845,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1330,      50,       0,       0,    1280,    1330,    1330,    1330,       0,       0,  100.0,   15.9,    2.5,    3.3,   69.9,   86.4,   89.1,   92.2,   10.9,    7.8,  100.0,   15.9,    2.5,    3.3,   69.9,   86.4,   89.1,   92.2,   10.9,    7.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     26,      4,      2,      1,     18,     13,     22,     16,     26,      4,      2,      1,     18,     13,     22,     16,      0,      0,      0,      0,      0,      0,      0,      0,    51.5,    81.5,    66.2,    88.5,    50.0,    77.7,    63.5,    79.8,    51.5,    81.5,    66.2,    88.5,    50.0,    77.7,    63.5,    79.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPQ","NODX","064 "
"PJM.BGE_month_on_dap - NODAL EXCHANGE",240123,2024-01-23,064DPQ,NODX,01,064 ,   22234,    3700,     600,     766,   15188,   19023,   19654,   20389,    2580,    1845,   22234,    3700,     600,     766,   15188,   19023,   19654,   20389,    2580,    1845,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     245,      75,       0,       0,     170,     245,     245,     245,       0,       0,  100.0,   16.6,    2.7,    3.4,   68.3,   85.6,   88.4,   91.7,   11.6,    8.3,  100.0,   16.6,    2.7,    3.4,   68.3,   85.6,   88.4,   91.7,   11.6,    8.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     26,      4,      2,      1,     18,     12,     22,     15,     26,      4,      2,      1,     18,     12,     22,     15,      0,      0,      0,      0,      0,      0,      0,      0,    51.1,    82.0,    65.7,    89.1,    51.0,    78.0,    64.2,    80.2,    51.1,    82.0,    65.7,    89.1,    51.0,    78.0,    64.2,    80.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPQ","NODX","064 "
"PJM.BGE_month_on_dap - NODAL EXCHANGE",240116,2024-01-16,064DPQ,NODX,01,064 ,   21989,    3625,     600,     766,   15018,   18778,   19409,   20144,    2580,    1845,   21989,    3625,     600,     766,   15018,   18778,   19409,   20144,    2580,    1845,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      50,       0,       0,       0,      50,      50,      50,      50,       0,       0,  100.0,   16.5,    2.7,    3.5,   68.3,   85.4,   88.3,   91.6,   11.7,    8.4,  100.0,   16.5,    2.7,    3.5,   68.3,   85.4,   88.3,   91.6,   11.7,    8.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     25,      3,      2,      1,     18,     12,     21,     15,     25,      3,      2,      1,     18,     12,     21,     15,      0,      0,      0,      0,      0,      0,      0,      0,    50.8,    82.2,    65.6,    89.1,    50.8,    77.6,    64.1,    79.9,    50.8,    82.2,    65.6,    89.1,    50.8,    77.6,    64.1,    79.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPQ","NODX","064 "
"PJM.BGE_month_on_dap - NODAL EXCHANGE",240109,2024-01-09,064DPQ,NODX,01,064 ,   21939,    3625,     600,     766,   14968,   18728,   19359,   20094,    2580,    1845,   21939,    3625,     600,     766,   14968,   18728,   19359,   20094,    2580,    1845,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     -38,    -325,    -100,    -118,     567,     302,     124,      84,    -162,    -122,  100.0,   16.5,    2.7,    3.5,   68.2,   85.4,   88.2,   91.6,   11.8,    8.4,  100.0,   16.5,    2.7,    3.5,   68.2,   85.4,   88.2,   91.6,   11.8,    8.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     25,      3,      2,      1,     18,     12,     21,     15,     25,      3,      2,      1,     18,     12,     21,     15,      0,      0,      0,      0,      0,      0,      0,      0,    50.8,    82.4,    65.5,    89.2,    50.6,    77.7,    64.2,    80.0,    50.8,    82.4,    65.5,    89.2,    50.6,    77.7,    64.2,    80.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPQ","NODX","064 "
"PJM.BGE_month_on_dap - NODAL EXCHANGE",240102,2024-01-02,064DPQ,NODX,01,064 ,   21977,    3950,     700,     884,   14401,   18426,   19235,   20010,    2742,    1967,   21977,    3950,     700,     884,   14401,   18426,   19235,   20010,    2742,    1967,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2284,     330,     100,     -60,    1920,    2160,    2190,    2200,      94,      84,  100.0,   18.0,    3.2,    4.0,   65.5,   83.8,   87.5,   91.0,   12.5,    9.0,  100.0,   18.0,    3.2,    4.0,   65.5,   83.8,   87.5,   91.0,   12.5,    9.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     27,      4,      2,      2,     19,     13,     23,     17,     27,      4,      2,      2,     19,     13,     23,     17,      0,      0,      0,      0,      0,      0,      0,      0,    48.6,    77.3,    63.4,    85.6,    46.3,    72.4,    59.4,    75.4,    48.6,    77.3,    63.4,    85.6,    46.3,    72.4,    59.4,    75.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPQ","NODX","064 "
"PJM.BGE_month_off_dap - NODAL EXCHANGE",240213,2024-02-13,064DPR,NODX,01,064 ,   20895,    2885,     615,     571,   15123,   18208,   18579,   19394,    2316,    1501,   20895,    2885,     615,     571,   15123,   18208,   18579,   19394,    2316,    1501,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     101,       0,     -50,      20,      25,      75,      45,      45,      56,      56,  100.0,   13.8,    2.9,    2.7,   72.4,   87.1,   88.9,   92.8,   11.1,    7.2,  100.0,   13.8,    2.9,    2.7,   72.4,   87.1,   88.9,   92.8,   11.1,    7.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     28,      3,      3,      1,     19,     14,     23,     17,     28,      3,      3,      1,     19,     14,     23,     17,      0,      0,      0,      0,      0,      0,      0,      0,    47.3,    82.0,    62.7,    89.7,    45.3,    77.4,    60.1,    80.1,    47.3,    82.0,    62.7,    89.7,    45.3,    77.4,    60.1,    80.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 "
"PJM.BGE_month_off_dap - NODAL EXCHANGE",240206,2024-02-06,064DPR,NODX,01,064 ,   20794,    2885,     665,     551,   15098,   18133,   18534,   19349,    2260,    1445,   20794,    2885,     665,     551,   15098,   18133,   18534,   19349,    2260,    1445,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -670,    -265,      65,    -215,     175,    -170,    -305,    -320,    -365,    -350,  100.0,   13.9,    3.2,    2.6,   72.6,   87.2,   89.1,   93.1,   10.9,    6.9,  100.0,   13.9,    3.2,    2.6,   72.6,   87.2,   89.1,   93.1,   10.9,    6.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     28,      3,      3,      1,     19,     14,     23,     17,     28,      3,      3,      1,     19,     14,     23,     17,      0,      0,      0,      0,      0,      0,      0,      0,    47.5,    82.2,    63.0,    89.9,    45.5,    77.4,    60.4,    80.3,    47.5,    82.2,    63.0,    89.9,    45.5,    77.4,    60.4,    80.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 "
"PJM.BGE_month_off_dap - NODAL EXCHANGE",240130,2024-01-30,064DPR,NODX,01,064 ,   21464,    3150,     600,     766,   14923,   18303,   18839,   19669,    2625,    1795,   21464,    3150,     600,     766,   14923,   18303,   18839,   19669,    2625,    1795,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1330,      50,       0,       0,    1280,    1330,    1330,    1330,       0,       0,  100.0,   14.7,    2.8,    3.6,   69.5,   85.3,   87.8,   91.6,   12.2,    8.4,  100.0,   14.7,    2.8,    3.6,   69.5,   85.3,   87.8,   91.6,   12.2,    8.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     27,      4,      2,      1,     18,     14,     22,     17,     27,      4,      2,      1,     18,     14,     22,     17,      0,      0,      0,      0,      0,      0,      0,      0,    46.2,    79.2,    62.2,    87.3,    44.3,    74.7,    59.0,    77.1,    46.2,    79.2,    62.2,    87.3,    44.3,    74.7,    59.0,    77.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 "
"PJM.BGE_month_off_dap - NODAL EXCHANGE",240123,2024-01-23,064DPR,NODX,01,064 ,   20134,    3100,     600,     766,   13643,   16973,   17509,   18339,    2625,    1795,   20134,    3100,     600,     766,   13643,   16973,   17509,   18339,    2625,    1795,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     180,      75,       0,       0,     165,     240,     240,     240,     -60,     -60,  100.0,   15.4,    3.0,    3.8,   67.8,   84.3,   87.0,   91.1,   13.0,    8.9,  100.0,   15.4,    3.0,    3.8,   67.8,   84.3,   87.0,   91.1,   13.0,    8.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     27,      4,      2,      1,     18,     13,     22,     16,     27,      4,      2,      1,     18,     13,     22,     16,      0,      0,      0,      0,      0,      0,      0,      0,    45.5,    79.6,    61.4,    88.0,    44.9,    74.8,    59.6,    77.5,    45.5,    79.6,    61.4,    88.0,    44.9,    74.8,    59.6,    77.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 "
"PJM.BGE_month_off_dap - NODAL EXCHANGE",240116,2024-01-16,064DPR,NODX,01,064 ,   19954,    3025,     600,     766,   13478,   16733,   17269,   18099,    2685,    1855,   19954,    3025,     600,     766,   13478,   16733,   17269,   18099,    2685,    1855,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      50,       0,       0,       0,      50,      50,      50,      50,       0,       0,  100.0,   15.2,    3.0,    3.8,   67.5,   83.9,   86.5,   90.7,   13.5,    9.3,  100.0,   15.2,    3.0,    3.8,   67.5,   83.9,   86.5,   90.7,   13.5,    9.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     26,      3,      2,      1,     18,     13,     21,     16,     26,      3,      2,      1,     18,     13,     21,     16,      0,      0,      0,      0,      0,      0,      0,      0,    45.0,    79.5,    61.0,    87.7,    44.4,    74.1,    59.2,    77.0,    45.0,    79.5,    61.0,    87.7,    44.4,    74.1,    59.2,    77.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 "
"PJM.BGE_month_off_dap - NODAL EXCHANGE",240109,2024-01-09,064DPR,NODX,01,064 ,   19904,    3025,     600,     766,   13428,   16683,   17219,   18049,    2685,    1855,   19904,    3025,     600,     766,   13428,   16683,   17219,   18049,    2685,    1855,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     105,    -330,    -100,    -115,     710,     465,     265,     250,    -160,    -145,  100.0,   15.2,    3.0,    3.8,   67.5,   83.8,   86.5,   90.7,   13.5,    9.3,  100.0,   15.2,    3.0,    3.8,   67.5,   83.8,   86.5,   90.7,   13.5,    9.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     26,      3,      2,      1,     18,     13,     21,     16,     26,      3,      2,      1,     18,     13,     21,     16,      0,      0,      0,      0,      0,      0,      0,      0,    44.9,    79.7,    60.9,    87.8,    44.3,    74.2,    59.3,    77.1,    44.9,    79.7,    60.9,    87.8,    44.3,    74.2,    59.3,    77.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 "
"PJM.BGE_month_off_dap - NODAL EXCHANGE",240102,2024-01-02,064DPR,NODX,01,064 ,   19799,    3355,     700,     881,   12718,   16218,   16954,   17799,    2845,    2000,   19799,    3355,     700,     881,   12718,   16218,   16954,   17799,    2845,    2000,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     439,    -270,     100,     -60,     730,     370,     400,     410,      39,      29,  100.0,   16.9,    3.5,    4.4,   64.2,   81.9,   85.6,   89.9,   14.4,   10.1,  100.0,   16.9,    3.5,    4.4,   64.2,   81.9,   85.6,   89.9,   14.4,   10.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     28,      4,      2,      2,     19,     14,     23,     18,     28,      4,      2,      2,     19,     14,     23,     18,      0,      0,      0,      0,      0,      0,      0,      0,    41.9,    74.6,    58.4,    83.6,    39.8,    68.8,    54.8,    72.7,    41.9,    74.6,    58.4,    83.6,    39.8,    68.8,    54.8,    72.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 "
"PJM.COMED_month_on_dap - NODAL EXCHANGE",240213,2024-02-13,064DVO,NODX,01,064 ,   24318,       0,    3577,       0,   23878,   20601,   23878,   24178,     440,     140,   24318,       0,    3577,       0,   23878,   20601,   23878,   24178,     440,     140,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,    0.0,   14.7,    0.0,   98.2,   84.7,   98.2,   99.4,    1.8,    0.6,  100.0,    0.0,   14.7,    0.0,   98.2,   84.7,   98.2,   99.4,    1.8,    0.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,      0,      1,      0,     14,      7,     14,      8,     20,      0,      1,      0,     14,      7,     14,      8,      0,      0,      0,      0,      0,      0,      0,      0,    68.2,    91.4,    91.4,    99.4,    68.2,    91.4,    91.4,    98.7,    68.2,    91.4,    91.4,    99.4,    68.2,    91.4,    91.4,    98.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DVO","NODX","064 "
"PJM.COMED_month_on_dap - NODAL EXCHANGE",240206,2024-02-06,064DVO,NODX,01,064 ,   24318,       0,    3577,       0,   23878,   20601,   23878,   24178,     440,     140,   24318,       0,    3577,       0,   23878,   20601,   23878,   24178,     440,     140,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1580,       0,    -325,       0,   -1555,   -1245,   -1555,   -1570,     -25,     -10,  100.0,    0.0,   14.7,    0.0,   98.2,   84.7,   98.2,   99.4,    1.8,    0.6,  100.0,    0.0,   14.7,    0.0,   98.2,   84.7,   98.2,   99.4,    1.8,    0.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,      0,      1,      0,     14,      7,     14,      8,     20,      0,      1,      0,     14,      7,     14,      8,      0,      0,      0,      0,      0,      0,      0,      0,    68.2,    91.4,    91.4,    99.4,    68.2,    91.4,    91.4,    98.7,    68.2,    91.4,    91.4,    99.4,    68.2,    91.4,    91.4,    98.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DVO","NODX","064 "
"PJM.COMED_month_on_dap - NODAL EXCHANGE",240130,2024-01-30,064DVO,NODX,01,064 ,   25898,       0,    3902,       0,   25433,   21846,   25433,   25748,     465,     150,   25898,       0,    3902,       0,   25433,   21846,   25433,   25748,     465,     150,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,    0.0,   15.1,    0.0,   98.2,   84.4,   98.2,   99.4,    1.8,    0.6,  100.0,    0.0,   15.1,    0.0,   98.2,   84.4,   98.2,   99.4,    1.8,    0.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,      0,      1,      0,     14,      7,     14,      8,     20,      0,      1,      0,     14,      7,     14,      8,      0,      0,      0,      0,      0,      0,      0,      0,    68.3,    91.3,    91.3,    99.4,    68.3,    91.3,    91.3,    98.7,    68.3,    91.3,    91.3,    99.4,    68.3,    91.3,    91.3,    98.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DVO","NODX","064 "
"PJM.COMED_month_on_dap - NODAL EXCHANGE",240123,2024-01-23,064DVO,NODX,01,064 ,   25898,       0,    3902,       0,   25433,   21846,   25433,   25748,     465,     150,   25898,       0,    3902,       0,   25433,   21846,   25433,   25748,     465,     150,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,    0.0,   15.1,    0.0,   98.2,   84.4,   98.2,   99.4,    1.8,    0.6,  100.0,    0.0,   15.1,    0.0,   98.2,   84.4,   98.2,   99.4,    1.8,    0.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,      0,      1,      0,     14,      7,     14,      8,     20,      0,      1,      0,     14,      7,     14,      8,      0,      0,      0,      0,      0,      0,      0,      0,    68.3,    91.3,    91.3,    99.4,    68.3,    91.3,    91.3,    98.7,    68.3,    91.3,    91.3,    99.4,    68.3,    91.3,    91.3,    98.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DVO","NODX","064 "
"PJM.COMED_month_on_dap - NODAL EXCHANGE",240116,2024-01-16,064DVO,NODX,01,064 ,   25898,       0,    3902,       0,   25433,   21846,   25433,   25748,     465,     150,   25898,       0,    3902,       0,   25433,   21846,   25433,   25748,     465,     150,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,   15.1,    0.0,   98.2,   84.4,   98.2,   99.4,    1.8,    0.6,  100.0,    0.0,   15.1,    0.0,   98.2,   84.4,   98.2,   99.4,    1.8,    0.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,      0,      1,      0,     14,      7,     14,      8,     20,      0,      1,      0,     14,      7,     14,      8,      0,      0,      0,      0,      0,      0,      0,      0,    68.3,    91.3,    91.3,    99.4,    68.3,    91.3,    91.3,    98.7,    68.3,    91.3,    91.3,    99.4,    68.3,    91.3,    91.3,    98.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DVO","NODX","064 "
"PJM.COMED_month_on_dap - NODAL EXCHANGE",240102,2024-01-02,064DVO,NODX,01,064 ,   21148,       0,    4412,       0,   20652,   16651,   20652,   21063,     496,      85,   21148,       0,    4412,       0,   20652,   16651,   20652,   21063,     496,      85,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1925,       0,       0,       0,    1925,    1925,    1925,    1925,       0,       0,  100.0,    0.0,   20.9,    0.0,   97.7,   78.7,   97.7,   99.6,    2.3,    0.4,  100.0,    0.0,   20.9,    0.0,   97.7,   78.7,   97.7,   99.6,    2.3,    0.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,      0,      1,      0,     13,      8,     13,      9,     20,      0,      1,      0,     13,      8,     13,      9,      0,      0,      0,      0,      0,      0,      0,      0,    65.1,    91.6,    90.9,    99.6,    65.1,    91.6,    90.9,    98.7,    65.1,    91.6,    90.9,    99.6,    65.1,    91.6,    90.9,    98.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DVO","NODX","064 "
